file_name_1,file_name_2,content_1,content_2
2329.txt,4111.txt,"俄罗斯布良斯克石油基地火灾仍在持续 2022-04-26 07:35 澎湃影像 当地时间2022年4月25日,俄罗斯西部城市布良斯克的一处石油基地发生火灾。根据紧急情况部门透露的消息,事故未导致人员伤亡,暂时没有疏散附近居民的必要。布良斯克市民当晚在社交媒体发布的视频显示,当地油库的火灾仍在持续,同时有市民反映空气中异味严重。 ","当地时间4月25日,俄罗斯西部城市布良斯克的一处石油基地发生火灾。根据紧急情况部门透露的消息,事故未导致人员伤亡,暂时没有疏散附近居民的必要。 布良斯克市民当晚在社交媒体发布的视频显示,当地油库的火灾仍在持续,同时有市民反映空气中异味严重。"
2336.txt,6284.txt,",联合国秘书长副发言人法尔汉·哈克25日在记者会上表示,联合国秘书长古特雷斯正在飞往俄罗斯首都莫斯科的航班上。他将先后访问俄乌,并与两国领导人会晤。 哈克古特雷斯将于26日在莫斯科与俄总统普京会面,随后与俄外长拉夫罗夫举行工作会议,并共进午餐。他将在28日前往乌克兰,与乌总统泽连斯基、乌外长库列巴会面。 哈克表示,古特雷斯与俄乌领导人的此次对话,最终目标是实现停火,找到改善乌克兰人民境遇的方法,减轻他们面临的威胁,并向他们提供人道主义援助。他还强调,古特雷斯先访俄再访乌,这一顺序并无特殊意义。",",联合国秘书长副发言人法尔汉·哈克25日在记者会上表示,联合国秘书长古特雷斯正在飞往俄罗斯首都莫斯科的航班上。他将先后访问俄乌,并与两国领导人会晤。 哈克古特雷斯将于26日在莫斯科与俄总统普京会面,随后与俄外长拉夫罗夫举行工作会议,并共进午餐。他将在28日前往乌克兰,与乌总统泽连斯基、乌外长库列巴会面。 哈克表示,古特雷斯与俄乌领导人的此次对话,最终目标是实现停火,找到改善乌克兰人民境遇的方法,减轻他们面临的威胁,并向他们提供人道主义援助。他还强调,古特雷斯先访俄再访乌,这一顺序并无特殊意义。 联合国秘书长飞往莫斯科:与普京会晤后 再访乌会见泽连斯基 来源 | 海外网"
2340.txt,6283.txt,",马尔琴科在接受采访时说,乌克兰正在寻求每月至少50亿美元的国际援助,其中约20亿美元来自美国,用于支付4月至6月的紧急开支。此外,预计未来乌克兰还会提出额外的长期援助要求,用于重建工作。",",马尔琴科在接受采访时说,乌克兰正在寻求每月至少50亿美元的国际援助,其中约20亿美元来自美国,用于支付4月至6月的紧急开支。此外,预计未来乌克兰还会提出额外的长期援助要求,用于重建工作。 乌克兰财政部长马尔琴科图自乌媒"
2340.txt,6290.txt,",马尔琴科在接受采访时说,乌克兰正在寻求每月至少50亿美元的国际援助,其中约20亿美元来自美国,用于支付4月至6月的紧急开支。此外,预计未来乌克兰还会提出额外的长期援助要求,用于重建工作。",",马尔琴科在接受采访时说,乌克兰正在寻求每月至少50亿美元的国际援助,其中约20亿美元来自美国,用于支付4月至6月的紧急开支。此外,预计未来乌克兰还会提出额外的长期援助要求,用于重建工作。 央视新闻客户端截图"
2360.txt,4176.txt,"当地时间4月26日,土耳其总统埃尔多安与俄罗斯总统普京通电话。根据土耳其总统府发布的声明,双方在通话中讨论了土耳其与俄罗斯的关系以及俄乌冲突的最新进展。 声明埃尔多安表示,伊斯坦布尔的谈判为和平带来了积极的势头,继续这一谈判将使各方受益。埃尔多安强调了确保停火、有效运作人道主义走廊和安全撤离平民的重要性,称土耳其将继续尽一切努力结束目前让各方受伤的事态并建立持久和平。埃尔多安还重申了将伊斯坦布尔进程提升到领导人级别的提议。 24日,埃尔多安已经与乌克兰总统泽连斯基通过电话。埃尔多安在通话中表示,愿意在俄乌谈判过程中提供力所能及的帮助。 土耳其多次表示愿成为俄乌冲突的中立调解人,并积极斡旋。当地时间3月29日,俄罗斯和乌克兰代表团在土耳其伊斯坦布尔举行面对面谈判,这是双方代表团首次在白俄罗斯以外的国家举行面对面谈判。","当地时间5月2日,土耳其总统埃尔多安表示,他计划在本周与俄罗斯总统普京举行电话会议,并再次表示俄乌双方可以在土耳其举行谈判,解决当前危机。 近期,埃尔多安接连与俄乌领导人通电话,称伊斯坦布尔谈判为和平带来了积极的势头,继续这一谈判将使各方受益。 自俄乌冲突爆发以来,土耳其多次表示愿成为俄乌冲突的中立调解人,并积极斡旋。当地时间3月29日,俄罗斯和乌克兰代表团在土耳其伊斯坦布尔举行面对面谈判,这是双方代表团首次在白俄罗斯以外的国家举行面对面谈判。乌方提出在国际安全保障下确立中立地位,并希望土耳其等多个国家作为担保国。但自“布恰事件”后,俄乌谈判进展缓慢。"
2375.txt,6298.txt,"当地时间4月27日,俄联邦审计署署长库德林表示,根据俄联邦经济发展部的初步估计,俄罗斯经济在2022年将下降88%。未来一年半或两年内,俄罗斯将面临非常困难的情况。他表示,2022年俄罗斯的通货膨胀率将达到207%,2023年则超过6%。库德林指出,俄罗斯将用约63万亿卢布来支持经济。","俄联邦审计署署长:初步估计俄罗斯经济在今年将下降88% 当地时间4月27日,俄联邦审计署署长库德林表示,根据俄联邦经济发展部的初步估计,俄罗斯经济在2022年将下降88%。未来一年半或两年内,俄罗斯将面临非常困难的情况。他表示,2022年俄罗斯的通货膨胀率将达到207%,2023年则超过6%。库德林指出,俄罗斯将用约63万亿卢布来支持经济。"
2389.txt,6146.txt,",近来,一些美国议员打着“用于重建乌克兰”的旗号,不断呼吁拍卖或清盘因制裁被扣押冻结的俄罗斯资产。",",近来,一些美国议员打着“用于重建乌克兰”的旗号,不断呼吁拍卖或清盘因制裁被扣押冻结的俄罗斯资产。 美总统国家安全事务助理:美国不打算返还俄企业家被扣押资产 来源 | 央视新闻"
2396.txt,4166.txt,",4月29日,印尼总统佐科正式邀请俄罗斯总统普京出席G20巴厘岛峰会。据悉,佐科与普京通了电话,普京介绍了有关乌克兰局势的最新情况,包括正在进行的俄乌谈判进程。佐科表示,他拒绝向乌克兰提供武器援助。佐科强调立即结束俄乌冲突的重要性。他表示,俄乌双方可以提出和平解决方案,印尼将为冲突的和平解决做出贡献。此外,佐科早前也通过电话邀请乌克兰总统泽连斯基出席G20巴厘岛峰会。","4月29日,印尼总统佐科正式邀请俄罗斯总统普京出席G20巴厘岛峰会。 据悉,佐科总统与俄罗斯总统普京通了电话,普京介绍了有关乌克兰局势的最新情况,包括正在进行的俄乌谈判进程。佐科表示,他拒绝向乌克兰提供武器援助。佐科强调立即结束俄乌冲突的重要性。他表示,俄乌双方可以提出和平解决方案,印尼将为冲突的和平解决做出贡献。"
2434.txt,4920.txt,"据俄罗斯外交部网站5月1日发布的消息,俄罗斯外长拉夫罗夫表示,俄罗斯不会赶在5月9日卫国战争胜利日前人为结束在乌克兰的特别军事行动。在乌克兰特别军事行动的进展首先取决于“必须将对平民和俄军人员的风险降至最低”。 此外,拉夫罗夫表示,俄罗斯不要求乌克兰总统泽连斯基投降,而是要求他下令释放所有平民并停止抵抗。俄方的目标“不包含使乌克兰发生政权更迭”。",",随着5月9日俄罗斯卫国战争胜利日临近,红场胜利日阅兵彩排正在加紧进行。5月9日,纪念卫国战争胜利77周年阅兵式将在俄罗斯28个城市举行。届时,379个城镇将举行游行活动。当天22时各地还将鸣放礼炮、燃放烟花。  "
2474.txt,4185.txt,"当地时间5月2日,英国首相府发布消息,英首相鲍里斯·约翰逊将于5月3日在乌克兰最高拉达以视频方式发表演讲。约翰逊将是俄乌冲突爆发后,第一位在乌克兰最高拉达发表演讲的领导人。 约翰逊将在演讲中宣布英国对乌克兰提供的价值3亿英镑的最新一揽子防御性军事援助计划,该计划包括提供电子战设备、反电池雷达系统、GPS干扰设备和数千个夜视设备。 消息还应乌克兰政府要求,英国将在未来几周内派出重型无人机为乌军被割裂部队提供后勤支持,以及数十辆专业丰田陆地巡洋舰对乌克兰东部地区的文职官员提供保护并帮助撤离前线地区的平民。 4月29日,英国驻基辅大使馆重新开放。英国驻乌克兰大使馆曾于2月临时从基辅迁至利沃夫。","英国首相府当地时间5月2日发布消息,英首相鲍里斯·约翰逊将于5月3日在乌克兰最高拉达以视频方式发表演讲。约翰逊将是俄乌冲突爆发后,第一位在乌克兰最高拉达发表演讲的领导人。约翰逊将在演讲中宣布英国对乌克兰提供的价值3亿英镑的最新一揽子防御性军事援助计划,该计划包括提供电子战设备、反电池雷达系统、GPS干扰设备和数千个夜视设备。"
2478.txt,4187.txt,"当地时间5月2日,乌克兰总统办公室主任叶尔马克表示,在与俄罗斯的谈判中,“独立、主权和领土完整是乌克兰不准备妥协的根本性问题”,乌克兰将继续战斗,为收复乌克兰全部领土而战。","当地时间5月2日,乌克兰总统办公室主任叶尔马克表示,在与俄罗斯的谈判中,“独立、主权和领土完整是乌克兰不准备妥协的根本性问题”,乌克兰将继续战斗,为收复乌克兰全部领土而战。此前,乌克兰总统泽连斯基当地时间1日在接受希腊媒体采访时表示,乌克兰准备恢复自己的领土完整。"
2494.txt,6534.txt," 据俄罗斯卫星通讯社4日消息,俄罗斯堪察加彼得罗巴甫洛夫斯克市政府发布消息该市多所学校5月4日清晨再次收到“炸弹预警”,之后紧急疏散学生。 俄罗斯堪察加边疆区教学机构自1月26日以来多次受到“炸弹威胁”,已经疏散大约20次。堪察加彼得罗巴甫洛夫斯克市共有35所学校,学生数量超15万人。 俄媒指出,2019年年底以来,俄罗斯多座城市遭遇一波又一波的炸弹威胁,受影响的场所包括法院、购物中心、地铁站、航空和铁路基础设施、教育和医疗机构。所有炸弹威胁均为虚假信息。","2019年年底以来,俄罗斯多座城市遭遇一波又一波的炸弹威胁,受影响的场所包括法院、购物中心、地铁站、航空和铁路基础设施、教育和医疗机构等。事后证明,所有“炸弹威胁”均为虚假信息。"
2499.txt,4191.txt,"当地时间5月4日,英国外交大臣利兹·特拉斯宣布英国对俄罗斯的新一步制裁措施,禁止英国向俄罗斯提供服务出口,切断俄相关部门与英国开展业务的机会。 新措施意味着俄罗斯企业将无法再获得英国会计、管理咨询和公共关系等服务,这些服务占俄罗斯在此领域进口额的10%。 英方认为,俄罗斯严重依赖西方服务公司生产和出口制成品,此次制裁将进一步对俄经济施压。 此外,特拉斯还宣布将进一步制裁支持俄罗斯媒体服务的个人和组织,禁止社交媒体、互联网服务和应用商店公司引用来自今日俄罗斯和俄罗斯卫星通讯社的新闻。 迄今为止,英国已经制裁了俄罗斯1600多个人和实体。","当地时间5月4日,英国外交大臣利兹·特拉斯宣布英国对俄罗斯的新一步制裁措施,禁止英国向俄罗斯提供服务出口,切断俄相关部门与英国开展业务的机会。 新措施意味着俄罗斯企业将无法再获得英国会计、管理咨询和公共关系等服务,这些服务占俄罗斯在此领域进口额的10%。英方认为,俄罗斯严重依赖西方服务公司生产和出口制成品,此次制裁将进一步对俄经济施压。"
2503.txt,5190.txt,"5月4日,日本首相岸田文雄表示,他不能接受俄罗斯禁止他和其他62名日本公民入境俄罗斯的决定。","来源:央视新闻客户端 2月23日,日本首相岸田文雄表示,将就乌克兰问题对俄罗斯实施制裁,并禁止俄罗斯在日本发行债券。"
2509.txt,4201.txt,"目前乌克兰向英国主要出口面粉、谷物、乳制品、家禽、番茄酱、蜂蜜、玉米、小麦、果汁、蘑菇、糖等产品。相关数据显示,乌克兰去年与英国双边贸易额增长57%,达到22亿美元。","乌克兰经济部当天宣布,乌克兰与英国已签署为期一年的相互取消进口关税的协定,协定到期后可根据双方需求延期。 乌经济部指出,该协定的签署将令乌克兰企业有更多机会向英国市场出口高附加值商品,并为乌克兰增加更多外汇收入。"
2525.txt,4212.txt,"当地时间5月6日,据白宫官网发布的信息,美国总统拜登宣布对乌克兰的新一轮安全援助计划,该计划将向乌克兰提供更多的火炮弹药、雷达和其他设备。 拜登美国将持续把得到国会授权的武器和装备直接送往乌克兰。 拜登表示,最新一轮援助几乎耗尽了美国预备为乌克兰提供安全援助的资金。 拜登还美国及乌克兰的其他国际伙伴将继续让武器弹药源源不断地流向乌克兰。","当地时间5月6日,据白宫官网发布的信息,美国总统拜登宣布对乌克兰的新一轮安全援助计划,该计划将向乌克兰提供更多的火炮弹药、雷达和其他设备。拜登美国将持续把得到国会授权的武器和装备直接送往乌克兰。 声明指出,拜登最新一轮援助几乎耗尽了美国预备为乌克兰提供安全援助的资金。拜登还美国及乌克兰的其他国际伙伴将继续让武器弹药源源不断地流向乌克兰。此外,拜登敦促美国国会迅速提供乌克兰所需资金。"
2525.txt,6397.txt,"当地时间5月6日,据白宫官网发布的信息,美国总统拜登宣布对乌克兰的新一轮安全援助计划,该计划将向乌克兰提供更多的火炮弹药、雷达和其他设备。 拜登美国将持续把得到国会授权的武器和装备直接送往乌克兰。 拜登表示,最新一轮援助几乎耗尽了美国预备为乌克兰提供安全援助的资金。 拜登还美国及乌克兰的其他国际伙伴将继续让武器弹药源源不断地流向乌克兰。","拜登宣布对乌的新一轮安全援助计划:将提供更多火炮弹药等 当地时间5月6日,据白宫官网发布的信息,美国总统拜登宣布对乌克兰的新一轮安全援助计划,该计划将向乌克兰提供更多的火炮弹药、雷达和其他设备。 拜登美国将持续把得到国会授权的武器和装备直接送往乌克兰。 拜登表示,最新一轮援助几乎耗尽了美国预备为乌克兰提供安全援助的资金。 拜登还美国及乌克兰的其他国际伙伴将继续让武器弹药源源不断地流向乌克兰。"
2528.txt,4959.txt,"当地时间6日,俄罗斯国防部表示,50名平民当天从乌克兰马里乌波尔市亚速钢铁厂撤离,其中包括11名儿童。 俄国防部说,从亚速钢铁厂被解救的平民都被移交给联合国和红十字国际委员会代表,他们将被带至临时安置点。从亚速钢铁厂撤离平民的人道主义行动7日将继续进行。 乌克兰副总理韦列修克当天在社交媒体上当天从亚速钢铁厂疏散了50名妇女、儿童和老人,疏散行动将于7日早上继续进行。","俄罗斯国防部6日说,50名平民当天从乌克兰马里乌波尔市亚速钢铁厂撤离,其中包括11名儿童。 俄国防部说,从亚速钢铁厂被解救的平民都被移交给联合国和红十字国际委员会代表,他们将被带至临时安置点。从亚速钢铁厂撤离平民的人道主义行动7日将继续进行。 乌克兰副总理韦列修克6日在社交媒体发文说,50名妇女、儿童和老人当天从亚速钢铁厂撤离。此外,乌克兰和俄罗斯同日再次交换被扣押人员,乌方获释41人中包括28名军人和13名平民。 俄国防部4日说,俄武装力量将于莫斯科时间5日、6日、7日的8时至18时开通人道主义走廊,用于平民从亚速钢铁厂撤离。在此期间,俄罗斯和顿涅茨克武装力量将单方面停止所有作战行动。  "
2567.txt,6513.txt,",俄罗斯国防部发言人科纳申科夫8日在俄军简报中俄罗斯军队一天内消灭乌军380人,袭击乌方6个指挥所、28个炮兵部队射击阵地、179个有生力量及军事装备聚集区、两个弹药库。 科纳申科夫还俄罗斯空天军使用高精度空对地导弹,摧毁了美国等西方国家运往乌克兰一火车站的武器和其他军事装备。自特别军事行动开始以来,俄军共摧毁乌方157架飞机、116架直升机、768架无人机、298套导弹系统、2933辆坦克和装甲车、336门火箭炮系统、1411门火炮和迫击炮、2758辆特种军车。",",俄罗斯国防部14日公布最新战报,发言人科纳申科夫表示,俄罗斯空天军战机当天在顿涅茨克袭击乌军5个指挥所和2个弹药库,消灭乌军100人,摧毁23件武器。 科纳申科夫自对乌克兰开展特别军事行动以来,俄军共摧毁乌方165架战机、125架直升机、858架无人机、304套地空导弹系统、3051辆坦克和装甲车、372套多管火箭炮系统、1507门火炮和迫击炮,以及2898辆特种军车。"
2572.txt,4220.txt,"今天上午,首趟陆海新通道国际联运班列从重庆江津小南垭铁路物流中心缓缓驶出,这趟班列装载25个集装箱,货值超400万人民币,全部为俄罗斯本地生产的日用品。 该趟列车从俄罗斯乌斯季伊利姆斯克出发,从满洲里口岸进入中国,到达重庆江津后,重新编组集结,通过陆海新通道直达广西,全程预计用时18天左右,比之前从俄罗斯直接经海运到达广西节约15-20天。班列的开行增加了欧洲通往我国华南地区的新路线,充分发挥陆海新通道班期稳定的特点,为客户提供更加丰富的货运渠道和个性化服务。 ","今天上午,首趟陆海新通道国际联运班列从重庆江津小南垭铁路物流中心缓缓驶出,这趟班列装载25个集装箱,货值超400万人民币,全部为俄罗斯本地生产的日用品。 该趟列车从俄罗斯乌斯季伊利姆斯克出发,从满洲里口岸进入中国,到达重庆江津后,重新编组集结,通过陆海新通道直达广西,全程预计用时18天左右,比之前从俄罗斯直接经海运到达广西节约15-20天。"
2572.txt,4248.txt,"今天上午,首趟陆海新通道国际联运班列从重庆江津小南垭铁路物流中心缓缓驶出,这趟班列装载25个集装箱,货值超400万人民币,全部为俄罗斯本地生产的日用品。 该趟列车从俄罗斯乌斯季伊利姆斯克出发,从满洲里口岸进入中国,到达重庆江津后,重新编组集结,通过陆海新通道直达广西,全程预计用时18天左右,比之前从俄罗斯直接经海运到达广西节约15-20天。班列的开行增加了欧洲通往我国华南地区的新路线,充分发挥陆海新通道班期稳定的特点,为客户提供更加丰富的货运渠道和个性化服务。 ","5月11日,编号79825次西部陆海新通道铁海联运班列顺利抵达广西钦州铁路集装箱中心站,这标志着陆海新通道国际联运班列成功开通。 该班列满载着25个集装箱,货值超400万人民币的俄罗斯产的日用品,从俄罗斯乌斯季伊利姆斯克出发,由满洲里口岸进入中国,于5月9日到达重庆江津后重新编组集结,通过西部陆海新通道直达广西,整个行程较之前海运路线节约15—20天。 此次班列的开行,连通了欧洲通往华南地区的新路线,丰富了陆海新通道的服务产品。相关货物后续将进入广西本地市场,其中一部分在广西加工后还将销往国内、国际市场。"
2588.txt,4223.txt,"当地时间5月9日,美国总统拜登签署了一项对乌克兰的民主防御租借法案,该法案将大大简化美国向乌克兰提供军事援助以及其他必要资源的程序。 根据法案中的协议内容,乌克兰将能够向美国及其盟国请求武器和军备需求,而美国政府利用军事租借计划,将加快向乌克兰转让武器、军事装备、药品、食品等。乌克兰按照法案内容需要向美国支付租借费用,但其目前的支付能力堪忧,预计费用将被延缓至日后支付。 据悉,该法案旨在恢复二战时期的一项计划,允许政府向美国的盟友出借或出租军事装备。美国参众两院此前于4月份投票通过了该法案。","当地时间5月9日,美国总统拜登签署了一项对乌克兰的民主防御租借法案,该法案将大大简化美国向乌克兰提供军事援助以及其他必要资源的程序。 根据法案中的协议内容,乌克兰将能够向美国及其盟国请求武器和军备需求,而美国政府利用军事租借计划,将加快向乌克兰转让武器、军事装备、药品、食品等。乌克兰按照法案内容需要向美国支付租借费用,但其目前的支付能力堪忧,预计费用将被延缓至日后支付。"
2632.txt,6476.txt,"俄乌冲突爆发以来,俄罗斯曾多次曝出美国在乌克兰从事生物军事活动的证据。当地时间11日,俄罗斯国防部再一次召开新闻发布会,公布了一批新的细节。 俄罗斯国防部表示,美国通过立法建立起一套保障体系,以便使用联邦预算来为生物军事活动提供资金支持。在美国政府的保护下,相关项目获得了来自受民主党控制的非政府组织的资金,而辉瑞、莫德纳、吉利德以及默克公司这些制药公司也参与了相关计划,在乌克兰进行规避国际安全标准的药物试验,从而极大地减少了研究项目的支出,取得了相当大的竞争优势。 俄国防部指出,俄罗斯发现了多起生物军事活动的证据。包括有人在卢甘斯克地区传播沾染了耐药结核病菌的假币;美国国防部在哈尔科夫州的精神病院进行人体实验;在马里乌波尔收集和分类霍乱病原体,并将挑选后的菌株途经基辅送往美国等等。 另外,俄国防部还了解到,美国今年向乌克兰运送了大量有机磷有毒物质的解毒剂,同时俄方收到情报显示有人准备制造挑衅活动,并栽赃俄罗斯武装力量使用大规模杀伤性武器,这些事实令人担忧。","俄国防部公布最新证据! 俄国防部公布新一批美在乌生物军事活动证据 俄乌冲突爆发以来,俄罗斯曾多次曝出美国在乌克兰从事生物军事活动的证据。当地时间11日,俄罗斯国防部再一次召开新闻发布会,公布了一批新的细节。 俄罗斯国防部 资料图 俄罗斯国防部表示,美国通过立法建立起一套保障体系,以便使用联邦预算来为生物军事活动提供资金支持。在美国政府的保护下,相关项目获得了来自受民主党控制的非政府组织的资金,而辉瑞、莫德纳、吉利德以及默克公司这些制药公司也参与了相关计划,在乌克兰进行规避国际安全标准的药物试验,从而极大地减少了研究项目的支出,取得了相当大的竞争优势。 俄国防部指出,俄罗斯发现了多起生物军事活动的证据。包括有人在卢甘斯克地区传播沾染了耐药结核病菌的假币;美国国防部在哈尔科夫州的精神病院进行人体实验;在马里乌波尔收集和分类霍乱病原体,并将挑选后的菌株途经基辅送往美国等等。 另外,俄国防部还了解到,美国今年向乌克兰运送了大量有机磷有毒物质的解毒剂,同时俄方收到情报显示有人准备制造挑衅活动,并栽赃俄罗斯武装力量使用大规模杀伤性武器,这些事实令人担忧。"
2634.txt,2636.txt,"当地时间12日,靠近乌克兰边界的俄罗斯别尔哥罗德州州长格拉德科夫发布消息该州村庄遭炮击事件中受伤的人数已上升至7人。 格拉德科夫11日在社交媒体发文说,该州索洛希村遭到来自乌克兰一侧炮击,致1人死亡、6人受伤,一所民房部分损毁。 俄媒称这是2月24日以来在俄罗斯境内首次因乌军袭击出现人员死亡的情况。","当地时间12日,俄罗斯别尔哥罗德州州长格拉德科夫发布消息11日从乌克兰方向对该州索洛希村的炮击造成的受伤的人数已上升至7人。俄媒称这是2月24日以来俄境内首次因乌军袭击造成人员死亡。"
2634.txt,5010.txt,"当地时间12日,靠近乌克兰边界的俄罗斯别尔哥罗德州州长格拉德科夫发布消息该州村庄遭炮击事件中受伤的人数已上升至7人。 格拉德科夫11日在社交媒体发文说,该州索洛希村遭到来自乌克兰一侧炮击,致1人死亡、6人受伤,一所民房部分损毁。 俄媒称这是2月24日以来在俄罗斯境内首次因乌军袭击出现人员死亡的情况。","靠近乌克兰边界的俄罗斯别尔哥罗德州州长格拉德科夫11日说,该州一村庄遭到来自乌克兰方向的炮击,造成1人死亡、6人受伤。 格拉德科夫当天在社交媒体发文说,该州索洛希村遭到来自乌克兰一侧炮击。袭击造成1人死亡、6人受伤,一所民房部分损毁。索洛希村居民将被转移至安全地点。 格拉德科夫5日说,别尔哥罗德州茹拉夫廖夫卡和内霍特耶夫卡两个村庄当天遭乌克兰方面炮击,村庄部分房舍受损,但没有人员伤亡。  "
2665.txt,6511.txt,",当地时间14日,七国集团在一份联合声明中表示,将进一步扩大对俄制裁范围,并继续向乌克兰提供武器。 七国集团重申“将继续团结一致行动,进一步加大对俄罗斯的经济和政治压力”,表示将尽快减少并结束对俄罗斯能源的依赖,包括逐步淘汰煤炭、进口俄罗斯石油。七国集团外长表示,“只要有必要,将会继续向乌克兰提供军事援助。” 此外,七国集团外长认为,乌克兰局势导致全球经济发展前景恶化,俄罗斯在乌特别军事行动导致粮食、燃料和能源价格大幅上涨,呼吁俄罗斯结束对乌克兰的“粮食出口封锁”。 5月12日至5月14日,七国集团在德国北部的万格尔斯举行为期三天的外交部长会议。会议的主要议题是乌克兰局势,也对气候变化和新冠疫情等问题进行了讨论。",",当地时间14日,七国集团在一份联合声明中表示,将进一步扩大对俄制裁范围,并继续向乌克兰提供武器。 5月12日至5月14日,七国集团在德国北部的万格尔斯举行为期三天的外交部长会议。 七国集团重申“将继续团结一致行动,进一步加大对俄罗斯的经济和政治压力”,表示将尽快减少并结束对俄罗斯能源的依赖,包括逐步淘汰煤炭、进口俄罗斯石油。七国集团外长表示,“只要有必要,将会继续向乌克兰提供军事援助。” 此外,七国集团外长认为,乌克兰局势导致全球经济发展前景恶化,俄罗斯在乌特别军事行动导致粮食、燃料和能源价格大幅上涨,呼吁俄罗斯结束对乌克兰的“粮食出口封锁”。 5月12日至5月14日,七国集团在德国北部的万格尔斯举行为期三天的外交部长会议。会议的主要议题是乌克兰局势,也对气候变化和新冠疫情等问题进行了讨论。"
2679.txt,4271.txt,"当前,乌克兰境内空袭仍然不断,部分地区交火持续,安全风险不容忽视。少数自愿在乌停留和个别近期因紧急事由入境乌的中国公民,须对可能遭遇的人身风险有清醒认识和底线思维,并随时做好应急避险准备。如需领保协助,可拨打驻乌克兰使馆领保电话:380503550734。防空避险状态下,领保电话可能暂时无法接通,请稍后再试。 为全面掌握我在乌公民人员流动情况,请乌境内所有中国公民进行备案,具体要求如下: 1、应准确、完整填写备案信息 2、在乌人员仅填报一次,勿重复提交 3、自第三国入境乌后应立即进行备案 4、已备案人员如离乌,应在离境后再次填报,在“备注”栏注明“已于某月某日离境” 5、乌境外人员请勿填写,以免干扰统计工作","中国驻乌克兰大使馆5月15日在微信公众号发布 关于请乌克兰境内所有中国公民进行备案的通知 。具体内容如下: 当前,乌克兰境内空袭仍然不断,部分地区交火持续,安全风险不容忽视。少数自愿在乌停留和个别近期因紧急事由入境乌的中国公民,须对可能遭遇的人身风险有清醒认识和底线思维,并随时做好应急避险准备。如需领保协助,可拨打驻乌克兰使馆领保电话:380503550734。防空避险状态下,领保电话可能暂时无法接通,请稍后再试。 为全面掌握我在乌公民人员流动情况,请乌境内所有中国公民进行备案,具体要求如下: 1、应准确、完整填写备案信息 2、在乌人员仅填报一次,勿重复提交 3、自第三国入境乌后应立即进行备案 4、已备案人员如离乌,应在离境后再次填报,在“备注”栏注明“已于某月某日离境” 5、乌境外人员请勿填写,以免干扰统计工作"
2721.txt,5040.txt,",当地时间16日,美国餐饮连锁公司麦当劳宣布,该公司最终决定退出俄罗斯市场。麦当劳在声明中该公司“正在寻求将其在俄罗斯的全部麦当劳餐厅一同出售给当地买家”,并补充说,尽管该公司将继续在俄罗斯保留商标,但现有门店将不再使用麦当劳的名称、标识、品牌和菜单。此前在3月8日,麦当劳宣布将暂时关闭俄罗斯境内的850家门店,但是会继续支付员工工资。",",麦当劳在声明中该公司“正在寻求将其在俄罗斯的全部麦当劳餐厅一同出售给当地买家”,并补充说,尽管该公司将继续在俄罗斯保留商标,但现有门店将不再使用麦当劳的名称、标识、品牌和菜单。 此前在3月8日,麦当劳宣布将暂时关闭俄罗斯境内的850家门店,但是会继续支付员工工资。当日,星巴克公司、可口可乐公司也宣布暂停在俄罗斯的业务。  "
2722.txt,6542.txt,",俄罗斯执法部门消息人士向该媒体表示,在这2架飞机飞抵莫斯科的机场后,相关人员将对其进行检查。",",俄罗斯执法部门消息人士向该媒体表示,在这2架飞机飞抵莫斯科的机场后,相关人员将对其进行检查。 央视新闻客户端 截图"
2725.txt,6541.txt,"当地时间16日,集体安全条约组织首脑峰会在俄罗斯莫斯科召开。俄罗斯总统普京、哈萨克斯坦总统托卡耶夫、吉尔吉斯斯坦总统扎帕罗夫与白俄罗斯总统卢卡申科等成员国领导人出席会议。 俄罗斯总统普京表示,俄罗斯在乌克兰的特别行动期间收集到了书面证据,除了证明乌克兰境内存在生物实验室外,还证明生物武器的组成部分正在集体安全条约组织边界的附近地区被研发。美国在后苏联地区设立生物实验室的目的在于研究病毒的传播。 此外,普京表示,集安组织成员国将于今年秋季举行联合军事演习。 关于芬兰与瑞典近期表现出将加入北约的倾向,普京表示,俄罗斯不会因为就芬兰或瑞典加入北约而与其产生“问题”,因为加入本身没有对俄罗斯构成直接威胁。但是如果因此北约的军事设施不断扩大,无疑会引发俄方必要的回应。具体如何回应,取决于对俄方造成何种威胁。 普京表示,北约已经成为了“一个国家”实现其外交政策的工具。 此外,普京提议向独联体授予集体安全条约组织观察员地位。","普京:若北约因瑞典芬兰加入而扩大军事设施,俄方将采取必要回应 当地时间5月16日,集体安全条约组织首脑峰会在俄罗斯莫斯科召开。俄罗斯总统普京、哈萨克斯坦总统托卡耶夫、吉尔吉斯斯坦总统扎帕罗夫与白俄罗斯总统卢卡申科等成员国领导人出席会议。 俄罗斯总统普京表示,俄罗斯在乌克兰的特别行动期间收集到了书面证据,除了证明乌克兰境内存在生物实验室外,还证明生物武器的组成部分正在集体安全条约组织边界的附近地区被研发。美国在后苏联地区设立生物实验室的目的在于研究病毒的传播。 此外,普京表示,集安组织成员国将于今年秋季举行联合军事演习。 关于芬兰与瑞典近期表现出将加入北约的倾向,普京表示,俄罗斯不会因为就芬兰或瑞典加入北约而与其产生“问题”,因为加入本身没有对俄罗斯构成直接威胁。但是如果因此北约的军事设施不断扩大,无疑会引发俄方必要的回应。具体如何回应,取决于对俄方造成何种威胁。"
